lead_id,nome,telefone,criado_em,campanha_id,etapa_atual
LD1027,Renata Rocha,+5511980339290,2026-05-03 11:45:00,cmp_001,em_atendimento
LD1418,Bruno Costa,+5511948606206,2026-05-16 16:50:00,cmp_006,perdido
LD1282,Mariana Martins,+5511957746984,2026-06-23 21:20:00,cmp_004,qualificado
LD1174,Joao Souza,+5511940314047,2026-05-24 14:29:00,cmp_002,perdido
LD1206,Renata Oliveira,+5511988999206,2026-05-15 15:23:00,cmp_003,qualificado
LD1261,Felipe Souza,+5511998322292,2026-06-29 14:07:00,cmp_004,vendido
LD1110,Mariana Almeida,+5511980528349,2026-05-14 16:20:00,cmp_002,em_atendimento
LD1052,Renata Martins,+5511919083764,2026-06-12 18:05:00,cmp_001,em_atendimento
LD1083,Tatiane Oliveira,+5511989431184,2026-06-09 16:05:00,cmp_001,novo
LD1229,Sergio Pereira,+5511957085656,2026-06-09 10:50:00,cmp_003,vendido
LD1392,Ana Oliveira,+5511917323740,2026-06-23 21:35:00,cmp_005,perdido
LD1366,Ana Almeida,+5511960076822,2026-05-28 15:24:00,cmp_005,qualificado
LD1071,Daniel Pereira,+5511985386435,2026-05-08 08:47:00,cmp_001,qualificado
LD1343,Joao Silva,+5511922132198,2026-05-23 13:10:00,cmp_005,em_atendimento
LD1177,Renata Silva,+5511922799248,2026-06-24 14:41:00,cmp_002,perdido
LD1368,Bruno Pereira,+5511918762675,2026-06-14 13:19:00,cmp_005,briefing_realizado
LD1158,Ana Santos,+5511950693207,2026-05-14 15:13:00,cmp_002,em_atendimento
LD1425,Renata Santos,+5511952662313,2026-06-01 20:36:00,cmp_006,novo
LD1408,Olivia Oliveira,+5511949483304,2026-06-28 19:48:00,cmp_006,vendido
LD1285,Carla Rocha,+5511959961172,2026-06-23 20:14:00,cmp_004,qualificado
LD1287,Bruno Ribeiro,+5511926445384,2026-06-21 10:05:00,cmp_004,em_atendimento
LD1403,Bruno Rocha,+5511965629268,2026-06-22 20:12:00,cmp_006,novo
LD1092,Olivia Ribeiro,+5511979085198,2026-06-16 13:12:00,cmp_001,em_atendimento
LD1248,Lucas Santos,+5511969069144,2026-06-03 17:00:00,cmp_003,novo
LD1286,Gabriela Ribeiro,+5511918653290,2026-06-07 12:58:00,cmp_004,novo
LD1283,Mariana Ribeiro,+5511914171767,2026-05-04 18:19:00,cmp_004,qualificado
LD1212,Tatiane Costa,+5511970340936,2026-05-12 18:42:00,cmp_003,briefing_realizado
LD1105,Henrique Silva,+5511987528776,2026-05-31 12:41:00,cmp_002,perdido
LD1204,Daniel Silva,+5511967774765,2026-06-06 18:43:00,cmp_003,em_atendimento
LD1142,Carla Martins,+5511960418290,2026-06-27 14:28:00,cmp_002,em_atendimento
LD1314,Bruno Souza,+5511931086112,2026-06-30 18:10:00,cmp_005,em_atendimento
LD1188,Sergio Martins,+5511970242778,2026-05-29 13:48:00,cmp_002,vendido
LD1290,Paulo Silva,+5511983912181,2026-05-03 17:39:00,cmp_004,vendido
LD1217,Renata Costa,+5511928972822,2026-06-13 10:20:00,cmp_003,vendido
LD1275,Olivia Souza,+5511959995026,2026-06-15 12:05:00,cmp_004,proposta
LD1134,Olivia Martins,+5511980532309,2026-06-13 20:38:00,cmp_002,novo
LD1130,Daniel Ribeiro,+5511918338186,2026-05-01 12:41:00,cmp_002,novo
LD1300,Ana Oliveira,+5511917993466,2026-05-13 20:08:00,cmp_004,proposta
LD1334,Lucas Silva,+5511946048781,2026-06-26 13:44:00,cmp_005,qualificado
LD1219,Paulo Pereira,+5511932396311,2026-06-14 18:59:00,cmp_003,perdido
LD1080,Renata Oliveira,+5511926664623,2026-06-19 10:27:00,cmp_001,novo
LD1055,Lucas Martins,+5511915950635,2026-06-19 17:47:00,cmp_001,novo
LD1186,Eduarda Costa,+5511945966597,2026-05-19 20:15:00,cmp_002,novo
LD1374,Isabela Ribeiro,+5511983454998,2026-06-14 09:26:00,cmp_005,novo
LD1162,Gabriela Almeida,+5511952980983,2026-05-30 09:51:00,cmp_002,em_atendimento
LD1353,Nelson Costa,+5511944819604,2026-06-16 08:41:00,cmp_005,em_atendimento
LD1106,Mariana Oliveira,+5511993179531,2026-06-07 15:10:00,cmp_002,perdido
LD1336,Nelson Rocha,+5511946160937,2026-05-20 19:28:00,cmp_005,em_atendimento
LD1193,Karina Rocha,+5511963108878,2026-06-08 17:12:00,cmp_003,vendido
LD1469,Joao Silva,+5511943223132,2026-05-17 14:06:00,cmp_003,perdido
LD1267,Sergio Costa,+5511914746418,2026-05-31 13:24:00,cmp_004,novo
LD1411,Felipe Martins,+5511997253117,2026-05-14 17:45:00,cmp_006,perdido
LD1399,Daniel Souza,+5511970737878,2026-06-19 17:38:00,cmp_006,qualificado
LD1296,Tatiane Silva,+5511958155056,2026-05-23 21:54:00,cmp_004,vendido
LD1004,Tatiane Costa,+5511929226889,2026-05-18 19:48:00,cmp_001,vendido
LD1364,Felipe Ribeiro,+5511987346846,2026-05-29 12:13:00,cmp_005,novo
LD1003,Ana Oliveira,+5511945896226,2026-05-02 17:59:00,cmp_001,perdido
LD1097,Vitor Rocha,+5511947543473,2026-05-05 14:32:00,cmp_002,perdido
LD1132,Lucas Costa,+5511991300905,2026-05-24 17:14:00,cmp_002,vendido
LD1210,Renata Oliveira,+5511942737441,2026-06-13 20:10:00,cmp_003,perdido
LD1279,Eduarda Souza,+5511924626086,2026-05-15 09:12:00,cmp_004,qualificado
LD1474,Renata Pereira,+5511956442431,2026-05-26 10:10:00,cmp_001,perdido
LD1465,Paulo Ribeiro,+5511956309454,2026-06-28 11:33:00,cmp_006,qualificado
LD1043,Nelson Souza,+5511929776801,2026-05-06 20:10:00,cmp_001,qualificado
LD1120,Tatiane Santos,+5511997550053,2026-05-21 12:41:00,cmp_002,qualificado
LD1245,Paulo Souza,+5511927740248,2026-06-14 13:52:00,cmp_003,qualificado
LD1131,Daniel Pereira,+5511951738753,2026-05-20 10:25:00,cmp_002,perdido
LD1069,Olivia Souza,+5511959930790,2026-05-03 17:09:00,cmp_001,em_atendimento
LD1218,Paulo Martins,+5511934931439,2026-05-27 17:08:00,cmp_003,em_atendimento
LD1051,Nelson Oliveira,+5511986593187,2026-06-06 11:45:00,cmp_001,briefing_realizado
LD1295,Tatiane Costa,+5511939448924,2026-06-04 21:50:00,cmp_004,novo
LD1357,Karina Souza,+5511934571018,2026-05-31 10:47:00,cmp_005,qualificado
LD1380,Carla Martins,+5511930017834,2026-05-01 08:42:00,cmp_005,proposta
LD1302,Paulo Almeida,+5511968635481,2026-06-07 09:21:00,cmp_005,vendido
LD1180,Carla Pereira,+5511963458386,2026-06-29 21:20:00,cmp_002,vendido
LD1196,Lucas Souza,+5511962738860,2026-06-20 11:20:00,cmp_003,qualificado
LD1409,Joao Martins,+5511978759020,2026-05-09 14:38:00,cmp_006,perdido
LD1434,Daniel Santos,+5511966936428,2026-05-14 18:40:00,cmp_006,perdido
LD1220,Lucas Silva,+5511917195581,2026-05-09 10:20:00,cmp_003,perdido
LD1272,Henrique Oliveira,+5511983357939,2026-05-24 17:31:00,cmp_004,novo
LD1358,Karina Almeida,+5511966434872,2026-05-15 13:14:00,cmp_005,em_atendimento
LD1023,Vitor Martins,+5511992545028,2026-05-05 18:55:00,cmp_001,novo
LD1190,Henrique Rocha,+5511985099723,2026-05-01 12:26:00,cmp_002,novo
LD1216,Tatiane Souza,+5511992474715,2026-05-12 21:43:00,cmp_003,em_atendimento
LD1427,Joao Santos,+5511958425464,2026-05-26 09:22:00,cmp_006,vendido
LD1221,Paulo Costa,+5511977838742,2026-06-01 10:12:00,cmp_003,perdido
LD1333,Bruno Costa,+5511963917932,2026-05-26 10:39:00,cmp_005,perdido
LD1348,Tatiane Souza,+5511963304911,2026-05-14 15:19:00,cmp_005,perdido
LD1397,Gabriela Ribeiro,+5511985475000,2026-06-20 17:39:00,cmp_006,perdido
LD1001,Lucas Martins,+5511924524825,2026-06-06 16:13:00,cmp_001,qualificado
LD1277,Isabela Almeida,+5511949148093,2026-05-04 14:42:00,cmp_004,novo
LD1309,Paulo Costa,+5511965568711,2026-05-25 15:46:00,cmp_005,novo
LD1067,Vitor Ribeiro,+5511929163535,2026-06-02 20:47:00,cmp_001,novo
LD1459,Eduarda Ribeiro,+5511998504955,2026-05-29 10:11:00,cmp_006,perdido
LD1458,Renata Oliveira,+5511932259144,2026-06-02 16:05:00,cmp_006,perdido
LD1048,Vitor Martins,+5511983659258,2026-05-01 09:01:00,cmp_001,qualificado
LD1061,Felipe Ribeiro,+5511955504725,2026-05-28 14:47:00,cmp_001,em_atendimento
LD1386,Felipe Souza,+5511917871385,2026-06-11 20:10:00,cmp_005,qualificado
LD1258,Joao Souza,+5511921220209,2026-06-10 16:34:00,cmp_003,em_atendimento
LD1273,Ana Costa,+5511954965270,2026-05-01 14:01:00,cmp_004,briefing_realizado
LD1402,Gabriela Ribeiro,+5511962733674,2026-05-17 17:12:00,cmp_006,qualificado
LD1020,Vitor Almeida,+5511985764804,2026-06-18 17:48:00,cmp_001,perdido
LD1453,Eduarda Martins,+5511947663633,2026-05-23 20:19:00,cmp_006,briefing_realizado
LD1315,Isabela Pereira,+5511982494408,2026-05-22 11:12:00,cmp_005,perdido
LD1244,Ana Silva,+5511969735865,2026-05-31 09:08:00,cmp_003,perdido
LD1091,Karina Rocha,+5511931434525,2026-05-10 09:03:00,cmp_001,briefing_realizado
LD1050,Ana Martins,+5511981947921,2026-05-05 09:53:00,cmp_001,perdido
LD1461,Paulo Ribeiro,+5511962088975,2026-06-12 11:33:00,cmp_006,em_atendimento
LD1077,Renata Costa,+5511974245343,2026-05-05 12:25:00,cmp_001,perdido
LD1215,Olivia Rocha,+5511957242616,2026-05-25 17:25:00,cmp_003,em_atendimento
LD1351,Renata Santos,+5511930123169,2026-06-11 19:57:00,cmp_005,novo
LD1259,Carla Pereira,+5511996322745,2026-06-02 11:51:00,cmp_003,perdido
LD1268,Carla Rocha,+5511946407626,2026-05-15 13:15:00,cmp_004,qualificado
LD1104,Ana Rocha,+5511994457912,2026-05-20 20:57:00,cmp_002,perdido
LD1009,Paulo Martins,+5511989609131,2026-05-08 13:27:00,cmp_001,qualificado
LD1056,Paulo Oliveira,+5511972360629,2026-05-22 21:41:00,cmp_001,qualificado
LD1068,Mariana Rocha,+5511958607028,2026-05-03 10:04:00,cmp_001,qualificado
LD1198,Joao Souza,+5511968848427,2026-06-30 19:29:00,cmp_003,novo
LD1194,Eduarda Pereira,+5511989778067,2026-05-25 20:55:00,cmp_003,perdido
LD1118,Ana Martins,+5511928450513,2026-05-07 14:21:00,cmp_002,novo
LD1036,Vitor Costa,+5511927589104,2026-05-03 18:21:00,cmp_001,perdido
LD1303,Henrique Rocha,+5511957892314,2026-05-12 19:35:00,cmp_005,perdido
LD1306,Eduarda Almeida,+5511976596831,2026-05-21 20:39:00,cmp_005,qualificado
LD1233,Paulo Oliveira,+5511962707402,2026-06-15 13:53:00,cmp_003,qualificado
LD1176,Carla Ribeiro,+5511933002714,2026-06-05 15:03:00,cmp_002,perdido
LD1352,Karina Oliveira,+5511964237172,2026-06-27 08:51:00,cmp_005,perdido
LD1371,Tatiane Martins,+5511912941149,2026-06-30 20:25:00,cmp_005,briefing_realizado
LD1086,Sergio Pereira,+5511976845536,2026-06-19 17:26:00,,novo
LD1136,Tatiane Ribeiro,+5511937568520,2026-05-13 17:34:00,cmp_002,briefing_realizado
LD1262,Isabela Oliveira,+5511979420474,2026-05-01 19:08:00,cmp_004,perdido
LD1338,Renata Costa,+5511951758234,2026-06-22 08:32:00,cmp_005,novo
LD1320,Olivia Silva,+5511935042738,2026-05-25 10:23:00,cmp_005,em_atendimento
LD1094,Joao Martins,+5511973161098,2026-05-14 17:22:00,cmp_001,perdido
LD1393,Paulo Almeida,+5511920048242,2026-06-02 21:30:00,cmp_005,novo
LD1466,Gabriela Silva,+5511989193333,2026-06-20 08:52:00,cmp_006,perdido
LD1299,Karina Rocha,+5511910091737,2026-05-03 09:03:00,cmp_004,vendido
LD1407,Nelson Rocha,+5511961628545,2026-06-12 17:38:00,cmp_006,perdido
LD1074,Felipe Almeida,+5511995590648,2026-06-05 16:18:00,cmp_001,novo
LD1308,Ana Silva,+5511924500158,2026-05-01 12:13:00,cmp_005,vendido
LD1211,Mariana Oliveira,+5511941119124,2026-06-05 10:21:00,cmp_003,em_atendimento
LD1426,Sergio Martins,+5511965825346,2026-05-12 16:04:00,cmp_006,novo
LD1113,Joao Souza,+5511946702849,2026-05-21 15:22:00,cmp_002,perdido
LD1088,Eduarda Almeida,+5511991424562,2026-05-05 19:03:00,cmp_001,proposta
LD1247,Eduarda Souza,+5511927870584,2026-06-26 12:08:00,cmp_003,qualificado
LD1445,Henrique Rocha,+5511934695085,2026-06-27 18:54:00,cmp_006,novo
LD1242,Mariana Pereira,+5511916950770,2026-05-06 13:42:00,cmp_003,novo
LD1311,Karina Pereira,+5511912694823,2026-05-29 09:51:00,cmp_005,em_atendimento
LD1230,Tatiane Pereira,+5511948833650,2026-06-08 16:10:00,cmp_003,qualificado
LD1111,Isabela Rocha,+5511957551594,2026-05-12 15:58:00,cmp_002,perdido
LD1044,Nelson Silva,+5511913579612,2026-06-30 11:52:00,cmp_001,em_atendimento
LD1146,Gabriela Souza,+5511942301683,2026-06-09 20:59:00,cmp_002,novo
LD1421,Joao Ribeiro,+5511935970823,2026-06-04 19:38:00,cmp_006,qualificado
LD1339,Felipe Santos,+5511913885356,2026-05-09 20:54:00,cmp_005,perdido
LD1373,Ana Silva,+5511924510741,2026-06-09 08:38:00,cmp_005,perdido
LD1369,Karina Costa,+5511980345879,2026-06-30 12:29:00,cmp_005,perdido
LD1450,Tatiane Almeida,+5511985907105,2026-06-09 18:19:00,cmp_006,novo
LD1010,Ana Santos,+5511917352710,2026-06-12 12:02:00,cmp_001,qualificado
LD1327,Vitor Pereira,+5511929847882,2026-06-13 14:12:00,cmp_005,perdido
LD1289,Olivia Oliveira,+5511947561442,2026-05-25 18:27:00,cmp_004,vendido
LD1307,Karina Ribeiro,+5511999929175,2026-06-17 09:15:00,cmp_005,briefing_realizado
LD1208,Olivia Almeida,+5511968809636,2026-05-22 15:50:00,cmp_003,vendido
LD1265,Daniel Rocha,+5511944241100,2026-06-02 13:03:00,cmp_004,vendido
LD1093,Olivia Santos,+5511977839607,2026-06-26 12:31:00,cmp_001,qualificado
LD1473,Renata Costa,+5511974245343,2026-05-08 12:25:00,cmp_001,perdido
